Date,Name of Payee and Complete Mailing Address,Expenditure Type,Purpose,Candidate,Office Sought,Declaration,Amount,In-Kind Description,Account Code,Form of Payment,Amount of Expenditure,Sum To Date,Committee,Committee Id
11/05/2021,"ADRIENNE KENNEDY ORGANIZER ADVANCE CAROLINA 3101 IMPERIAL DRIVE FAYETTEVILLE, NC 29303",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$10.50,,,Electronic Funds Transfer,$52.50,$52.50,ADVANCE NORTH CAROLINA,
11/05/2021,"ADRIENNE KENNEDY ORGANIZER ADVANCE CAROLINA 3101 IMPERIAL DRIVE FAYETTEVILLE, NC 29303",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$10.50,,,Electronic Funds Transfer,$52.50,$52.50,ADVANCE NORTH CAROLINA,
11/05/2021,"ADRIENNE KENNEDY ORGANIZER ADVANCE CAROLINA 3101 IMPERIAL DRIVE FAYETTEVILLE, NC 29303",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$10.50,,,Electronic Funds Transfer,$52.50,$52.50,ADVANCE NORTH CAROLINA,
11/02/2021,"KIZZIE MCCRAE ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$30.00,,,Electronic Funds Transfer,$150.00,$472.50,ADVANCE NORTH CAROLINA,
11/02/2021,"KIZZIE MCCRAE ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$30.00,,,Electronic Funds Transfer,$150.00,$472.50,ADVANCE NORTH CAROLINA,
11/02/2021,"KIZZIE MCCRAE ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$30.00,,,Electronic Funds Transfer,$150.00,$472.50,ADVANCE NORTH CAROLINA,
11/02/2021,"KIZZIE MCCRAE ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$30.00,,,Electronic Funds Transfer,$150.00,$472.50,ADVANCE NORTH CAROLINA,
11/02/2021,"KIZZIE MCCRAE ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$30.00,,,Electronic Funds Transfer,$150.00,$472.50,ADVANCE NORTH CAROLINA,
11/03/2021,"KIZZIE MCCRAE ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$13.50,,,Electronic Funds Transfer,$67.50,$472.50,ADVANCE NORTH CAROLINA,
11/03/2021,"KIZZIE MCCRAE ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$13.50,,,Electronic Funds Transfer,$67.50,$472.50,ADVANCE NORTH CAROLINA,
11/03/2021,"KIZZIE MCCRAE ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$13.50,,,Electronic Funds Transfer,$67.50,$472.50,ADVANCE NORTH CAROLINA,
11/03/2021,"KIZZIE MCCRAE ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$13.50,,,Electronic Funds Transfer,$67.50,$472.50,ADVANCE NORTH CAROLINA,
11/03/2021,"KIZZIE MCCRAE ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$13.50,,,Electronic Funds Transfer,$67.50,$472.50,ADVANCE NORTH CAROLINA,
11/04/2021,"KIZZIE MCCRAE ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$30.00,,,Electronic Funds Transfer,$150.00,$472.50,ADVANCE NORTH CAROLINA,
11/04/2021,"KIZZIE MCCRAE ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$30.00,,,Electronic Funds Transfer,$150.00,$472.50,ADVANCE NORTH CAROLINA,
11/04/2021,"KIZZIE MCCRAE ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$30.00,,,Electronic Funds Transfer,$150.00,$472.50,ADVANCE NORTH CAROLINA,
11/04/2021,"KIZZIE MCCRAE ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$30.00,,,Electronic Funds Transfer,$150.00,$472.50,ADVANCE NORTH CAROLINA,
11/04/2021,"KIZZIE MCCRAE ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$30.00,,,Electronic Funds Transfer,$150.00,$472.50,ADVANCE NORTH CAROLINA,
11/05/2021,"KIZZIE MCCRAE ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$21.00,,,Electronic Funds Transfer,$105.00,$472.50,ADVANCE NORTH CAROLINA,
11/05/2021,"KIZZIE MCCRAE ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$21.00,,,Electronic Funds Transfer,$105.00,$472.50,ADVANCE NORTH CAROLINA,
11/05/2021,"KIZZIE MCCRAE ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$21.00,,,Electronic Funds Transfer,$105.00,$472.50,ADVANCE NORTH CAROLINA,
11/05/2021,"KIZZIE MCCRAE ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$21.00,,,Electronic Funds Transfer,$105.00,$472.50,ADVANCE NORTH CAROLINA,
11/05/2021,"KIZZIE MCCRAE ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$21.00,,,Electronic Funds Transfer,$105.00,$472.50,ADVANCE NORTH CAROLINA,
11/02/2021,"DEVONA MCCRIMMON ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$18.00,,,Electronic Funds Transfer,$90.00,$429.00,ADVANCE NORTH CAROLINA,
11/02/2021,"DEVONA MCCRIMMON ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$18.00,,,Electronic Funds Transfer,$90.00,$429.00,ADVANCE NORTH CAROLINA,
11/02/2021,"DEVONA MCCRIMMON ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$18.00,,,Electronic Funds Transfer,$90.00,$429.00,ADVANCE NORTH CAROLINA,
11/02/2021,"DEVONA MCCRIMMON ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$18.00,,,Electronic Funds Transfer,$90.00,$429.00,ADVANCE NORTH CAROLINA,
11/02/2021,"DEVONA MCCRIMMON ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$18.00,,,Electronic Funds Transfer,$90.00,$429.00,ADVANCE NORTH CAROLINA,
11/03/2021,"DEVONA MCCRIMMON ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$21.00,,,Electronic Funds Transfer,$105.00,$429.00,ADVANCE NORTH CAROLINA,
11/03/2021,"DEVONA MCCRIMMON ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$21.00,,,Electronic Funds Transfer,$105.00,$429.00,ADVANCE NORTH CAROLINA,
11/03/2021,"DEVONA MCCRIMMON ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$21.00,,,Electronic Funds Transfer,$105.00,$429.00,ADVANCE NORTH CAROLINA,
11/03/2021,"DEVONA MCCRIMMON ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$21.00,,,Electronic Funds Transfer,$105.00,$429.00,ADVANCE NORTH CAROLINA,
11/03/2021,"DEVONA MCCRIMMON ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$21.00,,,Electronic Funds Transfer,$105.00,$429.00,ADVANCE NORTH CAROLINA,
11/04/2021,"DEVONA MCCRIMMON ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$27.00,,,Electronic Funds Transfer,$135.00,$429.00,ADVANCE NORTH CAROLINA,
11/04/2021,"DEVONA MCCRIMMON ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$27.00,,,Electronic Funds Transfer,$135.00,$429.00,ADVANCE NORTH CAROLINA,
11/04/2021,"DEVONA MCCRIMMON ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$27.00,,,Electronic Funds Transfer,$135.00,$429.00,ADVANCE NORTH CAROLINA,
11/04/2021,"DEVONA MCCRIMMON ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$27.00,,,Electronic Funds Transfer,$135.00,$429.00,ADVANCE NORTH CAROLINA,
11/04/2021,"DEVONA MCCRIMMON ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$27.00,,,Electronic Funds Transfer,$135.00,$429.00,ADVANCE NORTH CAROLINA,
11/05/2021,"DEVONA MCCRIMMON ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$19.80,,,Electronic Funds Transfer,$99.00,$429.00,ADVANCE NORTH CAROLINA,
11/05/2021,"DEVONA MCCRIMMON ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$19.80,,,Electronic Funds Transfer,$99.00,$429.00,ADVANCE NORTH CAROLINA,
11/05/2021,"DEVONA MCCRIMMON ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$19.80,,,Electronic Funds Transfer,$99.00,$429.00,ADVANCE NORTH CAROLINA,
11/05/2021,"DEVONA MCCRIMMON ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$19.80,,,Electronic Funds Transfer,$99.00,$429.00,ADVANCE NORTH CAROLINA,
11/05/2021,"DEVONA MCCRIMMON ORGANIZER ADVANCE CAROLINA 2114 NEVADA STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$19.80,,,Electronic Funds Transfer,$99.00,$429.00,ADVANCE NORTH CAROLINA,
10/31/2021,"OFFICE DEPOT 715 E INNES STREET SALISBURY, NC 28144",Independent Expenditure,FLYER,HEGGINS AL,County/Municipal,Support,$0.00,,,Debit Card,$659.12,$659.12,ADVANCE NORTH CAROLINA,
11/02/2021,"SAGE PRINCE ORGANIZER ADVANCE CAROLINA 55 CRANES NEST DRIVE FRANKLINTON, NC 27525",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$6.51,,,Electronic Funds Transfer,$32.51,$107.51,ADVANCE NORTH CAROLINA,
11/02/2021,"SAGE PRINCE ORGANIZER ADVANCE CAROLINA 55 CRANES NEST DRIVE FRANKLINTON, NC 27525",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$6.50,,,Electronic Funds Transfer,$32.51,$107.51,ADVANCE NORTH CAROLINA,
11/02/2021,"SAGE PRINCE ORGANIZER ADVANCE CAROLINA 55 CRANES NEST DRIVE FRANKLINTON, NC 27525",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$6.50,,,Electronic Funds Transfer,$32.51,$107.51,ADVANCE NORTH CAROLINA,
11/02/2021,"SAGE PRINCE ORGANIZER ADVANCE CAROLINA 55 CRANES NEST DRIVE FRANKLINTON, NC 27525",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$6.50,,,Electronic Funds Transfer,$32.51,$107.51,ADVANCE NORTH CAROLINA,
11/02/2021,"SAGE PRINCE ORGANIZER ADVANCE CAROLINA 55 CRANES NEST DRIVE FRANKLINTON, NC 27525",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$6.50,,,Electronic Funds Transfer,$32.51,$107.51,ADVANCE NORTH CAROLINA,
11/04/2021,"SAGE PRINCE ORGANIZER ADVANCE CAROLINA 55 CRANES NEST DRIVE FRANKLINTON, NC 27525",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$6.00,,,Electronic Funds Transfer,$30.00,$107.51,ADVANCE NORTH CAROLINA,
11/04/2021,"SAGE PRINCE ORGANIZER ADVANCE CAROLINA 55 CRANES NEST DRIVE FRANKLINTON, NC 27525",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$6.00,,,Electronic Funds Transfer,$30.00,$107.51,ADVANCE NORTH CAROLINA,
11/04/2021,"SAGE PRINCE ORGANIZER ADVANCE CAROLINA 55 CRANES NEST DRIVE FRANKLINTON, NC 27525",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$6.00,,,Electronic Funds Transfer,$30.00,$107.51,ADVANCE NORTH CAROLINA,
11/04/2021,"SAGE PRINCE ORGANIZER ADVANCE CAROLINA 55 CRANES NEST DRIVE FRANKLINTON, NC 27525",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$6.00,,,Electronic Funds Transfer,$30.00,$107.51,ADVANCE NORTH CAROLINA,
11/04/2021,"SAGE PRINCE ORGANIZER ADVANCE CAROLINA 55 CRANES NEST DRIVE FRANKLINTON, NC 27525",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$6.00,,,Electronic Funds Transfer,$30.00,$107.51,ADVANCE NORTH CAROLINA,
11/05/2021,"SAGE PRINCE ORGANIZER ADVANCE CAROLINA 55 CRANES NEST DRIVE FRANKLINTON, NC 27525",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$9.00,,,Electronic Funds Transfer,$45.00,$107.51,ADVANCE NORTH CAROLINA,
11/05/2021,"SAGE PRINCE ORGANIZER ADVANCE CAROLINA 55 CRANES NEST DRIVE FRANKLINTON, NC 27525",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$9.00,,,Electronic Funds Transfer,$45.00,$107.51,ADVANCE NORTH CAROLINA,
11/05/2021,"SAGE PRINCE ORGANIZER ADVANCE CAROLINA 55 CRANES NEST DRIVE FRANKLINTON, NC 27525",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$9.00,,,Electronic Funds Transfer,$45.00,$107.51,ADVANCE NORTH CAROLINA,
11/05/2021,"SAGE PRINCE ORGANIZER ADVANCE CAROLINA 55 CRANES NEST DRIVE FRANKLINTON, NC 27525",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$9.00,,,Electronic Funds Transfer,$45.00,$107.51,ADVANCE NORTH CAROLINA,
11/05/2021,"SAGE PRINCE ORGANIZER ADVANCE CAROLINA 55 CRANES NEST DRIVE FRANKLINTON, NC 27525",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$9.00,,,Electronic Funds Transfer,$45.00,$107.51,ADVANCE NORTH CAROLINA,
11/02/2021,"CONCEAR SCOTT ORGANIZER ADVANCE CAROLINA 213 JA LILLY DRIVE VANCEBORO, NC 28586",Independent Expenditure,PHONE BANKER,WALL-LENNON BRIDGET,County/Municipal,Support,$12.00,,,Electronic Funds Transfer,$60.00,$275.00,ADVANCE NORTH CAROLINA,
11/02/2021,"CONCEAR SCOTT ORGANIZER ADVANCE CAROLINA 213 JA LILLY DRIVE VANCEBORO, NC 28586",Independent Expenditure,PHONE BANKER,DAY JESSICA,County/Municipal,Support,$12.00,,,Electronic Funds Transfer,$60.00,$275.00,ADVANCE NORTH CAROLINA,
11/02/2021,"CONCEAR SCOTT ORGANIZER ADVANCE CAROLINA 213 JA LILLY DRIVE VANCEBORO, NC 28586",Independent Expenditure,PHONE BANKER,BROWN GLORISTINE,County/Municipal,Support,$12.00,,,Electronic Funds Transfer,$60.00,$275.00,ADVANCE NORTH CAROLINA,
11/02/2021,"CONCEAR SCOTT ORGANIZER ADVANCE CAROLINA 213 JA LILLY DRIVE VANCEBORO, NC 28586",Independent Expenditure,PHONE BANKER,HEGGINS AL,County/Municipal,Support,$12.00,,,Electronic Funds Transfer,$60.00,$275.00,ADVANCE NORTH CAROLINA,
11/02/2021,"CONCEAR SCOTT ORGANIZER ADVANCE CAROLINA 213 JA LILLY DRIVE VANCEBORO, NC 28586",Independent Expenditure,PHONE BANKER,O'NEAL ELAINE,County/Municipal,Support,$12.00,,,Electronic Funds Transfer,$60.00,$275.00,ADVANCE NORTH CAROLINA,
11/03/2021,"CONCEAR SCOTT ORGANIZER ADVANCE CAROLINA 213 JA LILLY DRIVE VANCEBORO, NC 28586",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$20.50,,,Electronic Funds Transfer,$102.50,$275.00,ADVANCE NORTH CAROLINA,
11/03/2021,"CONCEAR SCOTT ORGANIZER ADVANCE CAROLINA 213 JA LILLY DRIVE VANCEBORO, NC 28586",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$20.50,,,Electronic Funds Transfer,$102.50,$275.00,ADVANCE NORTH CAROLINA,
11/03/2021,"CONCEAR SCOTT ORGANIZER ADVANCE CAROLINA 213 JA LILLY DRIVE VANCEBORO, NC 28586",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$20.50,,,Electronic Funds Transfer,$102.50,$275.00,ADVANCE NORTH CAROLINA,
11/03/2021,"CONCEAR SCOTT ORGANIZER ADVANCE CAROLINA 213 JA LILLY DRIVE VANCEBORO, NC 28586",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$20.50,,,Electronic Funds Transfer,$102.50,$275.00,ADVANCE NORTH CAROLINA,
11/03/2021,"CONCEAR SCOTT ORGANIZER ADVANCE CAROLINA 213 JA LILLY DRIVE VANCEBORO, NC 28586",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$20.50,,,Electronic Funds Transfer,$102.50,$275.00,ADVANCE NORTH CAROLINA,
11/04/2021,"CONCEAR SCOTT ORGANIZER ADVANCE CAROLINA 213 JA LILLY DRIVE VANCEBORO, NC 28586",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$22.50,,,Electronic Funds Transfer,$112.50,$275.00,ADVANCE NORTH CAROLINA,
11/04/2021,"CONCEAR SCOTT ORGANIZER ADVANCE CAROLINA 213 JA LILLY DRIVE VANCEBORO, NC 28586",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$22.50,,,Electronic Funds Transfer,$112.50,$275.00,ADVANCE NORTH CAROLINA,
11/04/2021,"CONCEAR SCOTT ORGANIZER ADVANCE CAROLINA 213 JA LILLY DRIVE VANCEBORO, NC 28586",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$22.50,,,Electronic Funds Transfer,$112.50,$275.00,ADVANCE NORTH CAROLINA,
11/04/2021,"CONCEAR SCOTT ORGANIZER ADVANCE CAROLINA 213 JA LILLY DRIVE VANCEBORO, NC 28586",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$22.50,,,Electronic Funds Transfer,$112.50,$275.00,ADVANCE NORTH CAROLINA,
11/04/2021,"CONCEAR SCOTT ORGANIZER ADVANCE CAROLINA 213 JA LILLY DRIVE VANCEBORO, NC 28586",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$22.50,,,Electronic Funds Transfer,$112.50,$275.00,ADVANCE NORTH CAROLINA,
11/02/2021,"TONI SELBY ORGANIZER ADVANCE CAROLINA 10610 WESTGATE CLUB RALEIGH, NC 27617",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$16.50,,,Electronic Funds Transfer,$82.50,$243.76,ADVANCE NORTH CAROLINA,
11/02/2021,"TONI SELBY ORGANIZER ADVANCE CAROLINA 10610 WESTGATE CLUB RALEIGH, NC 27617",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$16.50,,,Electronic Funds Transfer,$82.50,$243.76,ADVANCE NORTH CAROLINA,
11/02/2021,"TONI SELBY ORGANIZER ADVANCE CAROLINA 10610 WESTGATE CLUB RALEIGH, NC 27617",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$16.50,,,Electronic Funds Transfer,$82.50,$243.76,ADVANCE NORTH CAROLINA,
11/02/2021,"TONI SELBY ORGANIZER ADVANCE CAROLINA 10610 WESTGATE CLUB RALEIGH, NC 27617",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$16.50,,,Electronic Funds Transfer,$82.50,$243.76,ADVANCE NORTH CAROLINA,
11/02/2021,"TONI SELBY ORGANIZER ADVANCE CAROLINA 10610 WESTGATE CLUB RALEIGH, NC 27617",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$16.50,,,Electronic Funds Transfer,$82.50,$243.76,ADVANCE NORTH CAROLINA,
11/03/2021,"TONI SELBY ORGANIZER ADVANCE CAROLINA 10610 WESTGATE CLUB RALEIGH, NC 27617",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$19.00,,,Electronic Funds Transfer,$95.00,$243.76,ADVANCE NORTH CAROLINA,
11/03/2021,"TONI SELBY ORGANIZER ADVANCE CAROLINA 10610 WESTGATE CLUB RALEIGH, NC 27617",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$19.00,,,Electronic Funds Transfer,$95.00,$243.76,ADVANCE NORTH CAROLINA,
11/03/2021,"TONI SELBY ORGANIZER ADVANCE CAROLINA 10610 WESTGATE CLUB RALEIGH, NC 27617",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$19.00,,,Electronic Funds Transfer,$95.00,$243.76,ADVANCE NORTH CAROLINA,
11/03/2021,"TONI SELBY ORGANIZER ADVANCE CAROLINA 10610 WESTGATE CLUB RALEIGH, NC 27617",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$19.00,,,Electronic Funds Transfer,$95.00,$243.76,ADVANCE NORTH CAROLINA,
11/03/2021,"TONI SELBY ORGANIZER ADVANCE CAROLINA 10610 WESTGATE CLUB RALEIGH, NC 27617",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$19.00,,,Electronic Funds Transfer,$95.00,$243.76,ADVANCE NORTH CAROLINA,
11/04/2021,"TONI SELBY ORGANIZER ADVANCE CAROLINA 10610 WESTGATE CLUB RALEIGH, NC 27617",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$9.51,,,Electronic Funds Transfer,$47.51,$243.76,ADVANCE NORTH CAROLINA,
11/04/2021,"TONI SELBY ORGANIZER ADVANCE CAROLINA 10610 WESTGATE CLUB RALEIGH, NC 27617",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$9.50,,,Electronic Funds Transfer,$47.51,$243.76,ADVANCE NORTH CAROLINA,
11/04/2021,"TONI SELBY ORGANIZER ADVANCE CAROLINA 10610 WESTGATE CLUB RALEIGH, NC 27617",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$9.50,,,Electronic Funds Transfer,$47.51,$243.76,ADVANCE NORTH CAROLINA,
11/04/2021,"TONI SELBY ORGANIZER ADVANCE CAROLINA 10610 WESTGATE CLUB RALEIGH, NC 27617",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$9.50,,,Electronic Funds Transfer,$47.51,$243.76,ADVANCE NORTH CAROLINA,
11/04/2021,"TONI SELBY ORGANIZER ADVANCE CAROLINA 10610 WESTGATE CLUB RALEIGH, NC 27617",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$9.50,,,Electronic Funds Transfer,$47.51,$243.76,ADVANCE NORTH CAROLINA,
11/05/2021,"TONI SELBY ORGANIZER ADVANCE CAROLINA 10610 WESTGATE CLUB RALEIGH, NC 27617",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$3.75,,,Electronic Funds Transfer,$18.75,$243.76,ADVANCE NORTH CAROLINA,
11/05/2021,"TONI SELBY ORGANIZER ADVANCE CAROLINA 10610 WESTGATE CLUB RALEIGH, NC 27617",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$3.75,,,Electronic Funds Transfer,$18.75,$243.76,ADVANCE NORTH CAROLINA,
11/05/2021,"TONI SELBY ORGANIZER ADVANCE CAROLINA 10610 WESTGATE CLUB RALEIGH, NC 27617",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$3.75,,,Electronic Funds Transfer,$18.75,$243.76,ADVANCE NORTH CAROLINA,
